,,,,,
,ID,Title,Mod,Tournament - Stage,Rank Range
,3168820,PUP - Nothing Changes [corsace] (hammyMyRammy),FM2,Blossom Duo Cup T1 Semifinals,10k-50k
,3557110,Camellia - #1f1e33 (Another long ''#ant1p01e'' version) [Planckian Locus] (hehe),TB,Blossom Duo Cup T1 Semifinals,10k-50k
,,,,,
,3142494,Metomate - Gaikan no Prominence [Absolute Power] (Mordred),NM1,Blossom Duo Cup T1 Finals,10k-50k
,3046849,Prim - Koisuru*Uchuu Sensou!! [<3] (knowledgeking),NM2,Blossom Duo Cup T1 Finals,10k-50k
,3181310,Kotone - Underworld Utautai [sub to kotone] (captin1),NM3,Blossom Duo Cup T1 Finals,10k-50k
,3555094,VeetaCrush & ProjectG - glacier's poetry [insurmountable] (JeZag),NM4,Blossom Duo Cup T1 Finals,10k-50k
,3483579,glitchtrode - VTUBERCORE (MORi_CALLi) [hidarite no shinigami] (xidorn),NM5,Blossom Duo Cup T1 Finals,10k-50k
,3142373,Massive New Krew - Majestic 12 [Girls' Little Conspiracy Club] (tokiko),NM6,Blossom Duo Cup T1 Finals,10k-50k
,3452981,Jakarta Funk Brothers - INSOMNIA [LCFC's Extreme] (AJT),HD1,Blossom Duo Cup T1 Finals,10k-50k
,2405667,raito - Blood Drain -Again- [Expert] (DeviousPanda),HD2,Blossom Duo Cup T1 Finals,10k-50k
,3521994,sasalasa - nevermore [expert {nevermore}] (Chills),HD3,Blossom Duo Cup T1 Finals,10k-50k
,1582621,Cranky - Chandelier - King [Royal] (Mao),HR1,Blossom Duo Cup T1 Finals,10k-50k
,2020374,Silentroom - Nhelv [Extra] (Monarch),HR2,Blossom Duo Cup T1 Finals,10k-50k
,3182347,USAO - Knight Rider [Hanori's Extra] (Nakano Itsuki),HR3,Blossom Duo Cup T1 Finals,10k-50k
,3333111,ShinRa-Bansho - Sanyousei SAY YA!!! [LUNATIC!!!] (Wither),DT1,Blossom Duo Cup T1 Finals,10k-50k
,1293638,Triple H - ROCK OVER JAPAN [Seizon-Senryaku] (RLC),DT2,Blossom Duo Cup T1 Finals,10k-50k
,3354955,KikuoHana - Yakousei [Kujinn's Insane] (SMOKELIND),DT3,Blossom Duo Cup T1 Finals,10k-50k
,2964387,Boy Harsher - Pain [Insane] (Senseabel),DT4,Blossom Duo Cup T1 Finals,10k-50k
,3287109,"Yousei Teikoku - Aru Tsuioku, Bouchou Uchuu ni Okeru Shinkai Sunawachi Suiten [Extra] (IsomirDiAngelo)",FM1,Blossom Duo Cup T1 Finals,10k-50k
,58063,beatMARIO - Night of Knights [SOLO] (DJPop),FM2,Blossom Duo Cup T1 Finals,10k-50k
,2952502,katagiri - Reso*nyan*ce Fever [RLC's Another] (Snow Note),FM3,Blossom Duo Cup T1 Finals,10k-50k
,2783766,onoken - P8107 [DEFCON 1] (Camocratic),TB,Blossom Duo Cup T1 Finals,10k-50k
,,,,,
,2230996,BUTAOTOME - Yokubou no Kozuchi [Mallet of Desires] (BarkingMadDog),NM1,Blossom Duo Cup T1 Grandfinals,10k-50k
,3589449,UNDEAD CORPORATION - Evil But Innocent (Inst. Ver.) [Extreme] (GYGY),NM2,Blossom Duo Cup T1 Grandfinals,10k-50k
,3312302,Fuki - Zinger Ringer Gang Love [Love Love] (eIis),NM3,Blossom Duo Cup T1 Grandfinals,10k-50k
,2305317,Getty vs. DJ DiA - Antifront Gears [Altai's Extra] (Realazy),NM4,Blossom Duo Cup T1 Grandfinals,10k-50k
,3170315,katagiri - Nyan-Nyan Naughty Night [Showdown (nerfed ver.)] (-Tynamo),NM5,Blossom Duo Cup T1 Grandfinals,10k-50k
,3022592,NIWASHI - Sapphire On Fire [Expert] (DeviousPanda),NM6,Blossom Duo Cup T1 Grandfinals,10k-50k
,3455421,ShinRa-Bansho - I [Ori's Extra Stage] (Matsuyuki Ame),HD1,Blossom Duo Cup T1 Grandfinals,10k-50k
,3424082,Cle - Broken Moon (Remix) [Extra Stage] (cocona),HD2,Blossom Duo Cup T1 Grandfinals,10k-50k
,3518157,cybermiso - corps-sans-organes [terray's expert] (fanzhen0019),HD3,Blossom Duo Cup T1 Grandfinals,10k-50k
,3548759,Yousei Teikoku - Kanzen Houkai Paradox [Fallen Angel] (zigizigiefe),HR1,Blossom Duo Cup T1 Grandfinals,10k-50k
,3489502,Qrispy Joybox feat. Tokiwa Yu - Shiratsuyu no Kaze [Expert] (yf_bmp),HR2,Blossom Duo Cup T1 Grandfinals,10k-50k
,3580441,Artifact - Daredevil Glaive [Extreme] (nemidnight),HR3,Blossom Duo Cup T1 Grandfinals,10k-50k
,3348955,Chata - Harukaze Dance [Kiss in You] ([Karcher]),DT1,Blossom Duo Cup T1 Grandfinals,10k-50k
,2699264,EPICA - Fight Your Demons [fight your primal urges] (LMT),DT2,Blossom Duo Cup T1 Grandfinals,10k-50k
,3204746,Akatsuki Records - Necromantic [Insane] (dblade),DT3,Blossom Duo Cup T1 Grandfinals,10k-50k
,1768517,Tanchiky - Sanshi Suimei [Insane] (nika mika),DT4,Blossom Duo Cup T1 Grandfinals,10k-50k
,1489683,Asriel - The Mirage of Moonlight [Fantasy] (Narcissu),FM1,Blossom Duo Cup T1 Grandfinals,10k-50k
,3486223,Kusanagi no Tsurugi - Close the World feat.a*ru [awaa] (niii_san),FM2,Blossom Duo Cup T1 Grandfinals,10k-50k
,2624158,Jun Kuroda + AAAA - Ultimate Fate [God's Will] (Icekalt),FM3,Blossom Duo Cup T1 Grandfinals,10k-50k
,2633754,USAO - TAPIOCA [FURY] (Realazy),TB,Blossom Duo Cup T1 Grandfinals,10k-50k
,,,,,
,2917347,Who-ya Extended - VIVID VICE [Extra] (AirinCat),NM1,Blossom Duo Cup T2 Qualifiers,10k-50k
,214262,m108 - Crow Solace [Another] (Maddy),NM2,Blossom Duo Cup T2 Qualifiers,10k-50k
,2835894,ZUTOMAYO - Haze Haseru Haterumade [AyluscenathanMyMommy's Collab Extra] (Nathan),NM3,Blossom Duo Cup T2 Qualifiers,10k-50k
,3333448,Elliot Hsu - Reality Purge [JeZag's Insane] (Realazy),NM4,Blossom Duo Cup T2 Qualifiers,10k-50k
,1717390,solfa feat. Shimotsuki Haruka - leap in your mind [Kalibe's Extra] (Lasse),HD1,Blossom Duo Cup T2 Qualifiers,10k-50k
,391568,Amatsuki - Higurashi Moratorium [10nya's Insane] (HelloSCV),HD2,Blossom Duo Cup T2 Qualifiers,10k-50k
,688305,Suzumu - Kakumeisei ousama densenbyou [Frey's Insane] (tutuhaha),HR1,Blossom Duo Cup T2 Qualifiers,10k-50k
,2568447,Hikaru Station - Bubblegum K.K. [Insane] (Andrea),HR2,Blossom Duo Cup T2 Qualifiers,10k-50k
,3368054,zts - horizon effect [Insane] (Florescence),DT1,Blossom Duo Cup T2 Qualifiers,10k-50k
,2910768,fiend - FEVER DREAM (feat. yzzyx) [HARD] (Niva),DT2,Blossom Duo Cup T2 Qualifiers,10k-50k
,,,,,
,2619190,AZKi - without U [Extra] (Bokamin),NM1,Blossom Duo Cup T2 Round of 16,10k-50k
,3011729,Feryquitous - Chat perdu [Nouvelle feuille] (Pipuuko),NM2,Blossom Duo Cup T2 Round of 16,10k-50k
,2929300,yama - Yuurei Tokyo [Ghost] (climbx3145),NM3,Blossom Duo Cup T2 Round of 16,10k-50k
,1737928,Zekk - Feelsleft0ut [Acyl x toybot's Another] (J1_),NM4,Blossom Duo Cup T2 Round of 16,10k-50k
,3488074,Nekomanma Team! - Koiuta Shippuu! Karuta Queen Iroha [Enon's Insane] (HeTo),HD1,Blossom Duo Cup T2 Round of 16,10k-50k
,96499,Hatsune Miku - Recommended Spell [Insane] (val0108),HD2,Blossom Duo Cup T2 Round of 16,10k-50k
,3348261,Yorushika - Bakudanma [Airiesu's Insane] (Simple-),HR1,Blossom Duo Cup T2 Round of 16,10k-50k
,913490,Underoath - A Moment Suspended in Time [pishi's Insane] (Milan-),HR2,Blossom Duo Cup T2 Round of 16,10k-50k
,423419,Chata - SKIP [Insane] (Asagi),DT1,Blossom Duo Cup T2 Round of 16,10k-50k
,1582581,Cranky - Hanaarashi [Hard] (Mirash),DT2,Blossom Duo Cup T2 Round of 16,10k-50k
,103566,Two Door Cinema Club - What You Know [Insane] (Krisom),DT3,Blossom Duo Cup T2 Round of 16,10k-50k
,2808771,Usada Pekora - PEKORANDOMBRAIN! [Kuse's Insane] (Yuuma),FM1,Blossom Duo Cup T2 Round of 16,10k-50k
,66721,SHK - Holic [Insane] (Gabi),FM2,Blossom Duo Cup T2 Round of 16,10k-50k
,3412136,Yousei Teikoku - Torikago [Caged Truth] (Pincus),TB,Blossom Duo Cup T2 Round of 16,10k-50k
,,,,,
,1960793,MikitoP - Shinzou Democracy [Extra] (moph),NM1,Blossom Duo Cup T2 Quarterfinals,10k-50k
,3169485,m108 - Shinku no Senkou [Extra] (Leader),NM2,Blossom Duo Cup T2 Quarterfinals,10k-50k
,3220743,Dareharu - Flowering [gazimal's Extra] (Kloyd),NM3,Blossom Duo Cup T2 Quarterfinals,10k-50k
,3089381,mitei - Phosphor [Insane] (Mir),NM4,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2256943,Laur - Viyella's Tears [Expert] (Avaricious),NM5,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2042534,ShinRa-Bansho - Muishiki Requiem [Lunatic] (Rumia-),HD1,Blossom Duo Cup T2 Quarterfinals,10k-50k
,3337013,Risk Junk - FUCHINKAN CANDY [Insane] (PandaHero),HD2,Blossom Duo Cup T2 Quarterfinals,10k-50k
,1960307,mrsimon - Pow [Best Day Ever] (Skidooskei),HD3,Blossom Duo Cup T2 Quarterfinals,10k-50k
,471369,Comp - Touchuu Aika [Maolvis' Lunatic] (Mao),HR1,Blossom Duo Cup T2 Quarterfinals,10k-50k
,371661,cranky - X-Y-Z [Insane] (Yoeri),HR2,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2832608,Takayan - Shut up [Batatin's Insane] (wafer),HR3,Blossom Duo Cup T2 Quarterfinals,10k-50k
,3158093,Minato Aqua - Kaisou Ressha [Mayu's Insane] (Amateurre),DT1,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2823519,Kusunoki Tomori - Romanron [Hard] (Pentori),DT2,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2801137,Garoad - Every Day is Night [Karmotrine] (Chaoslitz),DT3,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2579717,kobasolo - Haru ni Yuraredo Kimi Omou (feat. Kopi) [hard] (Raijodo),DT4,Blossom Duo Cup T2 Quarterfinals,10k-50k
,1614506,LeaF - Alice in Misanthrope -Ensei Alice- [Insane] (Murasaki Nova),FM1,Blossom Duo Cup T2 Quarterfinals,10k-50k
,40202,COOL&CREATE(BeatMario) - Destined Marionette [14KEY] (avira0922),FM2,Blossom Duo Cup T2 Quarterfinals,10k-50k
,2864629,Nekomata Master feat. ATSUMI UEDA - Anelis (Long Ver.) [Gilded Heart] (Chills),TB,Blossom Duo Cup T2 Quarterfinals,10k-50k
,,,,,
,3056495,Various Artists - GIRLS' LEGEND U [Extra] (Yuuma),NM1,Blossom Duo Cup T2 Semifinals,10k-50k
,2811348,Team Grimoire - Lycanthropy [okayplayer's massive b****] (KingBaxter),NM2,Blossom Duo Cup T2 Semifinals,10k-50k
,2442178,KNOWER - Overtime [Ecstasy] (Mir),NM3,Blossom Duo Cup T2 Semifinals,10k-50k
,3303443,deleted beatmap,NM4,Blossom Duo Cup T2 Semifinals,10k-50k
,2447688,UNDEAD CORPORATION - Frozen [Daycore's Expert (Drink Cup S7 Ver.)] (davidqu2),NM5,Blossom Duo Cup T2 Semifinals,10k-50k
,3056476,ZUTOMAYO - Seigi [Agatsu's Extra] (Ilay),HD1,Blossom Duo Cup T2 Semifinals,10k-50k
,3298595,kors k - SigSig [Nisan's Insane] (AJT),HD2,Blossom Duo Cup T2 Semifinals,10k-50k
,2965939,dj TAKA feat. AiMEE - refrain [Extra] (Firika),HD3,Blossom Duo Cup T2 Semifinals,10k-50k
,3538894,my sound life - omega [insane] (Heroine),HR1,Blossom Duo Cup T2 Semifinals,10k-50k
,1759876,iru1919 - Tenko [Insane] (Seto Kousuke),HR2,Blossom Duo Cup T2 Semifinals,10k-50k
,2217658,USAO - Blows Up Everything [EXPERT] (Lokidoki),HR3,Blossom Duo Cup T2 Semifinals,10k-50k
,3278008,senya - MERMAiD [PaRaDogi's Lunatic] (Satellite),DT1,Blossom Duo Cup T2 Semifinals,10k-50k
,3050294,penoreri - Sulfur [Nao's Hard] (Realazy),DT2,Blossom Duo Cup T2 Semifinals,10k-50k
,2766955,deleted beatmap,DT3,Blossom Duo Cup T2 Semifinals,10k-50k
,501754,Chata - Reviver [Hard] (DakeDekaane),DT4,Blossom Duo Cup T2 Semifinals,10k-50k
,1649678,LukHash - GLITCH [Mirash's INSANE] (Mao),FM1,Blossom Duo Cup T2 Semifinals,10k-50k
,3396297,A.SAKA - Nanatsu Hiiragisuikou [Pata-Mon's Hyper] (Hollow Wings),FM2,Blossom Duo Cup T2 Semifinals,10k-50k
,2880880,Team Grimoire vs Laur - Grievous Lady -nothing is but what is not- [PAST] (Aeril),TB,Blossom Duo Cup T2 Semifinals,10k-50k
,,,,,
,3168015,ShinRa-Bansho - Uchouten Dreamers [Ecstatic] (RK657),NM1,Blossom Duo Cup T2 Finals,10k-50k
,2810175,Maxo - Forsaken City (Sever the Skyline Mix) [B-Side] (Saika0k1),NM2,Blossom Duo Cup T2 Finals,10k-50k
,3477484,Takayan - Underdog [Extra] (icnmyx),NM3,Blossom Duo Cup T2 Finals,10k-50k
,3156597,M2U feat. NICODE - Breach [Neqoo's Extra] (Okoratu),NM4,Blossom Duo Cup T2 Finals,10k-50k
,3050698,LeaF - Kyouki Ranbu [Feline's Collab Extra] (toybot),NM5,Blossom Duo Cup T2 Finals,10k-50k
,2422343,ETIA. - Nihon-shiki Koukaku -OukaRanman- [Matrix's Extra] (Luscent),NM6,Blossom Duo Cup T2 Finals,10k-50k
,2676980,MUZZ - Nemesis [Battle & Beige's Vengeful Extra] (Dafiely),HD1,Blossom Duo Cup T2 Finals,10k-50k
,3129972,Hatsuki Yura - Gentou Yuukaku [Extra OTST] (KKipalt),HD2,Blossom Duo Cup T2 Finals,10k-50k
,2169793,sakuraburst - SELF DESTRUCT [-jordan-'s ANOTHER] (fusionnqn),HD3,Blossom Duo Cup T2 Finals,10k-50k
,2148692,TORIENA - RAT RACE [Team :3c's Insane] (Acyl),HR1,Blossom Duo Cup T2 Finals,10k-50k
,3031713,Ax feat. Yoko Natsukawa - Sakimori Renka [Expert] (Jycool),HR2,Blossom Duo Cup T2 Finals,10k-50k
,3503279,Zenpaku - Effluxion feat. Ririsya [Expert] (Kujinn),HR3,Blossom Duo Cup T2 Finals,10k-50k
,2459999,TROISANGES - Angel Lamp [HinSaur's Insane] (_kotachi_),DT1,Blossom Duo Cup T2 Finals,10k-50k
,362423,Kurubukko vs yukitani - Minamichita EVOLVED [Rz & CB's Hyper] (Cherry Blossom),DT2,Blossom Duo Cup T2 Finals,10k-50k
,2961839,cinnamons x evening cinema - summertime [nathan's insane] (Foxy Grandpa),DT3,Blossom Duo Cup T2 Finals,10k-50k
,2785023,Crystal Castles - Birds [PandaHero's Insane] (Miraui),DT4,Blossom Duo Cup T2 Finals,10k-50k
,n/a,deleted beatmap,FM1,Blossom Duo Cup T2 Finals,10k-50k
,275107,Qrispy Joybox Feat. mao - Umeyukiyo [Hard] (sherrie__fay),FM2,Blossom Duo Cup T2 Finals,10k-50k
,3182052,Pegboard Nerds - Heartbit (feat. Tia Simone) [pulse.exe] (Altai),FM3,Blossom Duo Cup T2 Finals,10k-50k
,2861729,sabi - true DJ MAG top ranker's song Zenpen (katagiri Remix) [Without a word I walked away] (too),TB,Blossom Duo Cup T2 Finals,10k-50k
,,,,,
,3555061,ShinRa-Bansho - Furoraido [Clarity] (Asagi),NM1,Blossom Duo Cup T2 Grandfinals,10k-50k
,3205949,xi - Grand Chariot [Ride to Elysium] (Astronic),NM2,Blossom Duo Cup T2 Grandfinals,10k-50k
,656915,Suzumu feat.GUMI - Mankind five minutes before hypothesis [0108 style] (val0108),NM3,Blossom Duo Cup T2 Grandfinals,10k-50k
,2218604,Eagle - Hypersonik [Speed Demon] (Mir),NM4,Blossom Duo Cup T2 Grandfinals,10k-50k
,2612742,goreshit - wasting my time [Extra] (Mismagius),NM5,Blossom Duo Cup T2 Grandfinals,10k-50k
,3530813,MASAYOSHI IIMORI - Hella Deep [Alvearia's Extra] (Ryuusei Aika),NM6,Blossom Duo Cup T2 Grandfinals,10k-50k
,3328310,Sharlo - Wakusei Rabbit [Runaway] (Sharlo),HD1,Blossom Duo Cup T2 Grandfinals,10k-50k
,3167163,An - artcore JINJA [artcore FUMO] (stackerjoe),HD2,Blossom Duo Cup T2 Grandfinals,10k-50k
,2591748,Kobaryo - Bookmaker [lovely yeet] (Chizu-Kun),HD3,Blossom Duo Cup T2 Grandfinals,10k-50k
,3296267,Imy - Divine's Game [Lasse's Expert] (Nao Tomori),HR1,Blossom Duo Cup T2 Grandfinals,10k-50k
,3238779,Giga - G4L [Necho's Insane] (Beren),HR2,Blossom Duo Cup T2 Grandfinals,10k-50k
,2528262,HyuN feat. LyuU - Cross Over [Extra] (Skytuna),HR3,Blossom Duo Cup T2 Grandfinals,10k-50k
,991267,Suzuki Konomi - This game [Kuuhaku] (Kalibe),DT1,Blossom Duo Cup T2 Grandfinals,10k-50k
,3156884,Zekk - Freefall [Insane] (Fursum),DT2,Blossom Duo Cup T2 Grandfinals,10k-50k
,3217990,Risa Yuzuki - Replique (feat. Toromaru) [Insane] (Hinsvar),DT3,Blossom Duo Cup T2 Grandfinals,10k-50k
,129876,Dio ft. Sef - Tijdmachine [Lesjuh's Hard] (GladiOol),DT4,Blossom Duo Cup T2 Grandfinals,10k-50k
,921226,dj MAX STEROID - Arabian Rave Night [Exote's Extra] (Avena),FM1,Blossom Duo Cup T2 Grandfinals,10k-50k
,3155970,Two Door Cinema Club - Cigarettes In The Theatre [Blinding Light] (Fisky),FM2,Blossom Duo Cup T2 Grandfinals,10k-50k
,3134515,t+pazolite vs. P*Light - IZANA [Jval's LEVEL. 4] (TritoBandito),FM3,Blossom Duo Cup T2 Grandfinals,10k-50k
,3429000,Yooh - RPG [Collab Expert] (Alvearia),TB,Blossom Duo Cup T2 Grandfinals,10k-50k
,,,,,
,2585154,Wakeshima Kanon - the BEAST can't BE STOpped [Frail] (Gelidium),NM1,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,2670759,Xi - Shoujo Kisoukyoku ~ Speed Battle [Extra Stage] (Leader),NM2,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,2689069,Minami Yasuhiro - carnation.lnk [Koiyuki's Extra] (Hollow Wings),NM3,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,3064148,cYsmix - Abandoned Shrine Party [Icekalt's Extra] (Halfslashed),NM4,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,3225512,Lil Nas X - THATS WHAT I WANT [Expert] (revoh),HD1,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,1679686,Meramipop - Unknown x known - DYES IWASAKI Remix - [Extra Stage] (Lasse),HD2,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,1087690,Nekomata Master - Following Flow [Special] (Beomsan),HR1,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,2442178,KNOWER - Overtime [Ecstasy] (Mir),HR2,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,3168379,Dimrain47 - Cloud Control [Insane] (PandaHero),DT1,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,2603708,ITO KASHITARO - Kiritorisen [Insane] (Cubby),DT2,Baku's Spring Festival Qualifiers,"2.5k-10k,10k-20k"
,,,,,
,2350478,CHiCO with HoneyWorks - Kessen Spirit [Not DT Farmer's Extra] (arronchu1207),NM1,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,n/a,deleted beatmap,NM2,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,1639734,"HyperJuice - City Lights feat. EVO+, Jinmenusagi (Zekk Remix) [Reminiscence] (Plaudible)",NM3,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,1515652,TOMINAGA TOMMY HIROAKI - JoJo ~Sono Chi no Sadame~ Archetype MIX Ver. [Collab Extra] (Delis),NM4,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,2786752,Chroma - Sayonara Planet Wars [01:59:931] (xidorn),NM5,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,3262088,Aishuu Mania - the lost dedicated [rolniczy's insane] (Matrix),HD1,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,2245373,Powerwolf - Army Of The Night [NeKro's Expert] (piroshki),HD2,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,1264401,Nekomata Master - Sayonara Heaven [Another] (Enon),HR1,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,3186407,lapix - Day by day (PSYQUI Remix) [MarcoBrolo's Insane] (JeZag),HR2,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,1753990,Tadokoro Azusa - 1HOPE SNIPER [nao's Hard] (Sotarks),DT1,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,2202288,WEAVER - Kuchizuke Diamond [Shizuku's Light Insane] (-Mikan),DT2,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,n/a,deleted beatmap,FM1,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,2501930,M2U - Masquerade [Sinful] (Battle),FM2,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,963304,Electro.muster & WOM feat. Aoki Lapis - A Sugar Business [Lactose Marathon] (-Tochi),TB1,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,2702510,Natsu - Resurrection of the HELL EAR -the end of TAWAMURE- [TAWAMURE at the Starry God Mausoleum] (AdveNt),TB2,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,413597,Dark PHOENiX - Green-Eyed Jealousy [Envy] (sjoy),TB3,Baku's Spring Festival Round of 64,"2.5k-10k,10k-20k"
,,,,,
,3353721,Iyaz - Replay [Sotarks' Answer ft. Slayer] (schoolboy),NM1,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2170985,GLORYHAMMER - Rise of the Chaos Wizards [CosmicWolf's Extra] (Stunter),NM2,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2195984,Roselia - Charles [discord light mode] (Deca),NM3,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2793268,PSYQUI - Eyes on me feat. Such [coco's Expert] (JeZag),NM4,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2612742,goreshit - wasting my time [Extra] (Mismagius),NM5,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2732132,Chikamori Kayako - Kigurumi Sungeki [Delis' Insane] (Mirash),HD1,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,3447843,lapix - Foolish Hero (FutureCore Mix) [OneShotFox's Extra] (Bakugo-),HD2,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2096750,VINXIS - Facade [Insane] (Niva),HR1,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,1565588,Nekomata Gekidan - AsiaN distractive [Garden's Insane] (Kaifin),HR2,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,1941532,Giga - BRING IT ON [Insane] (Pho),DT1,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2898638,Frank Schindel - Die Hyper Spirit Digitation [Insane] (AnimeStyle),DT2,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,692495,SHK - Identity Part II [SHD] (ktgster),FM1,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,3050698,LeaF - Kyouki Ranbu [Feline's Collab Extra] (toybot),FM2,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2238222,PSYQUI - Endroll feat. mikanzil [Recalling Remembrance] (Typ4),TB1,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,3113628,Dragon Guardian - Tsuioku no Kuroki Makenshi [Reminiscence] (JoshywaBoo),TB2,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,2478275,Camellia - Algorithm (Hitech Psy Self-remix) [Collab EX] (Sylvarus),TB3,Baku's Spring Festival Round of 32,"2.5k-10k,10k-20k"
,,,,,
,2898312,Silent Siren - Cherry Bomb [Cherry Heart] (sbsonic),NM1,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,2628639,Seiryu - AO-Infinity [Kirishima-'s Extreme] (AMX),NM2,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,1603080,KNOWER - The Government Knows [AMBREW'S KNOWLEDGE] (Woey),NM3,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,2529041,SIDxRAM - RAMSING [0PPINOSU'S ANOTHER] (Ksardas),NM4,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,2106506,Thousand Leaves - Temptation [Extra] (xept),NM5,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,3374102,Y&Co. - Daisuke [AR8] (7Falcon7),HD1,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,1279490,Rita - dorchadas [Sharnoth] (Delis),HD2,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,2467479,"Lady Gaga, BLACKPINK - Sour Candy [DeviousMaotai's Acidic Another] (Mao)",HR1,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,996731,Pierce The Veil - Texas Is Forever [Fiery's Extra] (puxtu),HR2,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,1478254,Eleharmonica remixed by kors k - Der Wald (kors k Remix) [mithew's Light Insane] (Cheesecake),DT1,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,2190375,Co shu Nie - Lamp [spoes' Light Insane] (Seto Kousuke),DT2,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,2144135,"Hiroki Isogai, Ippo Yamada - Abandoned Memory (Dr. Wily Stage 1) [DEDEDE Mix] (Dada)",FM1,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,3526232,Rigel Theatre - Erlija Gate [Reywateil's Extra] (Sylvarus),FM2,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,3473381,Ahiru - HEARTBEAT (USAO Remix) [ATMOSPHERE] (Bakugo-),TB1,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,1751271,Demetori - Kagayaku Hari no Kobito-zoku ~ Counter-Attack of the Weak [Weakness] (Chekito),TB2,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,959194,USAO - Showdown [Crisis] (Hikaru Rose),TB3,Baku's Spring Festival Round of 16,"2.5k-10k,10k-20k"
,,,,,
,2706390,amazarashi - Sora ni Utaeba [Kosei] (Sajinn),NM1,Baku's Spring Festival Quarterfinals,"2.5k-10k,10k-20k"
,3036865,Plum - Dustwind [Hikuptah 180bpm] (knowledgeking),NM2,Baku's Spring Festival Quarterfinals,"2.5k-10k,10k-20k"
,3350068,Jeff Williams feat. Casey Lee Williams & Lamar Hall - Ignite [OneShotFox's Extra] (OneShotFox),NM3,Baku's Spring Festival Quarterfinals,"2.5k-10k,10k-20k"
,3299359,Zekk - Feelsleft0ut [Alone] (J1_),NM4,Baku's Spring Festival Quarterfinals,"2.5k-10k,10k-20k"
